# File: A_CCap_Constraint.csv,,,,,,,,,,,,,,,,,,,,,,,
# Title: Carbon caps for specific industries,,,,,,,,,,,,,,,,,,,,,,,
# Units: MTC,,,,,,,,,,,,,,,,,,,,,,,
# Comments: For linked regions (share same market/policy/constraint) only include the constraint for one region,,,,,,,,,,,,,,,,,,,,,,,
#  If using GDP intensity base year  in GDPIntensity_BaseYear column (must be historical year); then percent change in year columns,,,,,,,,,,,,,,,,,,,,,,,
# Column types: ccccciiinnnnnnnnnnnnnnnn,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,
xml,market,ghgpolicy,link.type,mapping.name,year.fillout,GDPIntensity_BaseYear,adjust.year,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
policy_GHG_constraint_LTT_NDC_noEU.xml,USA,GHG,GHG_NO_LUC_AGPR,,,,2035,,,2856.250457,2136.708881,1553.475,813,813,813,813,813,813,813,813,813,813,813
necp_co2_2030.xml,Austria,CO2,,,,,2025,14.55569848,11.90960503,6.63049917,1.351393308,1.278959368,1.206525428,,,,,,,,,,
necp_co2_2030.xml,Belgium,CO2,,,,,2025,27.17443285,23.57465872,17.89625905,12.21785938,1.701799641,0.300566981,,,,,,,,,,
necp_co2_2030.xml,Bulgaria,CO2,,,,,2025,8.470301429,5.791251783,4.85220901,3.913166236,2.961743352,2.010320468,,,,,,,,,,
necp_co2_2030.xml,Croatia,CO2,,,,,2025,4.306675986,3.817569577,3.117589363,2.417609148,1.711789532,1.005969917,,,,,,,,,,
necp_co2_2030.xml,Cyprus,CO2,,,,,2025,1.885575759,1.522902461,1.168812923,0.814723386,0.446076453,0.077429519,,,,,,,,,,
necp_co2_2030.xml,Czech Republic,CO2,,,,,2025,20.5291992,14.27572834,10.91924693,7.562765523,4.193433072,0.82410062,,,,,,,,,,
necp_co2_2030.xml,Denmark,CO2,,,,,2025,6.540218649,4.355297802,3.291387861,2.227477919,1.113738959,0,,,,,,,,,,
necp_co2_2030.xml,Estonia,CO2,,,,,2025,3.554696057,3.498674006,2.78574654,2.072819074,1.339721759,0.606624444,,,,,,,,,,
necp_co2_2030.xml,Finland,CO2,,,,,2025,10.32172057,9.328860014,4.175299911,4.065553811,3.928371186,3.791188561,,,,,,,,,,
necp_co2_2030.xml,France,CO2,,,,,2025,71.36263068,58.60502751,45.68453849,32.76404947,19.63634217,6.508634877,,,,,,,,,,
necp_co2_2030.xml,Germany,CO2,,,,,2025,149.1282703,115.4083055,79.85024463,44.29218378,8.453160396,7.048347734,,,,,,,,,,
necp_co2_2030.xml,Greece,CO2,,,,,2025,14.65515961,11.55838135,8.92515645,6.29193155,3.562833668,0.833735786,,,,,,,,,,
necp_co2_2030.xml,Hungary,CO2,,,,,2025,11.18773699,9.57145783,7.464836008,5.358214186,3.244473183,1.13073218,,,,,,,,,,
necp_co2_2030.xml,Ireland,CO2,,,,,2025,9.163965047,7.699638693,5.786145614,3.872652534,1.936326267,0,,,,,,,,,,
necp_co2_2030.xml,Italy,CO2,,,,,2025,88.55068251,86.99067488,60.70793309,43.09885202,25.33177675,7.564701468,,,,,,,,,,
necp_co2_2030.xml,Latvia,CO2,,,,,2025,1.696505946,1.261473701,0.978798583,0.696123464,0.401632048,0.107140632,,,,,,,,,,
necp_co2_2030.xml,Lithuania,CO2,,,,,2025,3.00692748,2.200083178,1.866612512,1.533141846,1.194601855,0.856061864,,,,,,,,,,
necp_co2_2030.xml,Luxembourg,CO2,,,,,2025,2.022944268,1.35712906,1.046890697,0.736652333,0.41791309,0.099173846,,,,,,,,,,
necp_co2_2030.xml,Malta,CO2,,,,,2025,1.621469286,1.470181895,1.135177956,0.800174016,0.400087008,0,,,,,,,,,,
necp_co2_2030.xml,Netherlands,CO2,,,,,2025,45.83581405,38.74822934,29.38073048,20.01323161,10.00661581,0,,,,,,,,,,
necp_co2_2030.xml,Poland,CO2,,,,,2025,78.67364407,71.55520212,55.75262954,39.95005695,24.1114073,8.27275764,,,,,,,,,,
necp_co2_2030.xml,Portugal,CO2,,,,,2025,10.37587386,7.400499896,5.645143371,3.116995354,0.536403951,0.274187027,,,,,,,,,,
necp_co2_2030.xml,Romania,CO2,,,,,2025,14.65170715,10.07677097,8.617654484,7.158538002,5.686825672,4.215113342,,,,,,,,,,
necp_co2_2030.xml,Slovakia,CO2,,,,,2025,8.04073856,7.603292593,6.058380399,4.513468204,2.966619259,1.419770313,,,,,,,,,,
necp_co2_2030.xml,Slovenia,CO2,,,,,2025,3.221253637,2.890568629,2.177359605,1.464150581,0.747324327,0.030498073,,,,,,,,,,
necp_co2_2030.xml,Spain,CO2,,,,,2025,62.05665852,50.922269,40.74242578,30.56258256,19.91915933,9.275736104,,,,,,,,,,
necp_co2_2030.xml,Sweden,CO2,,,,,2025,9.556000114,7.642367771,6.170987006,5.341474676,4.34348538,3.384397202,,,,,,,,,,
eucomb_co2_2030.xml,EU,CO2,,,,,2025,682.146501,571.0361016,422.8286954,288.2078409,151.5726208,60.84371403,,,,,,,,,,
necp_ltt_2050.xml,Austria,CO2,,,,,2025,,,5.209093562,1.313429257,1.259977342,1.206525428,,,,,,,,,,
necp_ltt_2050.xml,Belgium,CO2,,,,,2025,,,16.7483009,10.40859509,5.354581037,0.300566981,,,,,,,,,,
necp_ltt_2050.xml,Bulgaria,CO2,,,,,2025,,,4.694694069,3.59946397,2.804892219,2.010320468,,,,,,,,,,
necp_ltt_2050.xml,Croatia,CO2,,,,,2025,,,2.792783958,2.058125838,1.532047877,1.005969917,,,,,,,,,,
necp_ltt_2050.xml,Cyprus,CO2,,,,,2025,,,1.120404295,0.713190417,0.395309968,0.077429519,,,,,,,,,,
necp_ltt_2050.xml,Czech Republic,CO2,,,,,2025,,,10.09910507,6.258095709,3.541098164,0.82410062,,,,,,,,,,
necp_ltt_2050.xml,Denmark,CO2,,,,,2025,,,4.523841035,2.689596101,1.34479805,0,,,,,,,,,,
necp_ltt_2050.xml,Estonia,CO2,,,,,2025,,,1.490278246,1.138256816,0.87244063,0.606624444,,,,,,,,,,
necp_ltt_2050.xml,Finland,CO2,,,,,2025,,,3.861080632,3.841111469,3.816150015,3.791188561,,,,,,,,,,
necp_ltt_2050.xml,France,CO2,,,,,2025,,,44.7992055,29.2471631,17.87789899,6.508634877,,,,,,,,,,
necp_ltt_2050.xml,Germany,CO2,,,,,2025,,,67.63360294,42.80609967,8.183856097,7.048347734,,,,,,,,,,
necp_ltt_2050.xml,Greece,CO2,,,,,2025,,,8.295379518,5.360556267,3.097146026,0.833735786,,,,,,,,,,
necp_ltt_2050.xml,Hungary,CO2,,,,,2025,,,6.835270564,4.471184423,2.800958301,1.13073218,,,,,,,,,,
necp_ltt_2050.xml,Ireland,CO2,,,,,2025,,,5.207886551,2.82462454,1.105505273,-0.613613993,,,,,,,,,,
necp_ltt_2050.xml,Italy,CO2,,,,,2025,,,43.15258908,28.53510968,18.04990557,7.564701468,,,,,,,,,,
necp_ltt_2050.xml,Latvia,CO2,,,,,2025,,,0.828872313,0.547386657,0.327263645,0.107140632,,,,,,,,,,
necp_ltt_2050.xml,Lithuania,CO2,,,,,2025,,,2.130015005,1.611901426,1.233981645,0.856061864,,,,,,,,,,
necp_ltt_2050.xml,Luxembourg,CO2,,,,,2025,,,1.036932715,0.662833081,0.381003464,0.099173846,,,,,,,,,,
necp_ltt_2050.xml,Malta,CO2,,,,,2025,,,1.548883866,1.068854773,0.534200765,-0.000453242,,,,,,,,,,
necp_ltt_2050.xml,Netherlands,CO2,,,,,2025,,,26.74754544,16.31950552,7.643937482,-1.031630554,,,,,,,,,,
necp_ltt_2050.xml,Poland,CO2,,,,,2025,,,33.89691638,23.25908643,15.76592204,8.27275764,,,,,,,,,,
necp_ltt_2050.xml,Portugal,CO2,,,,,2025,,,6.444561767,3.540121726,0.575432575,0.274187027,,,,,,,,,,
necp_ltt_2050.xml,Romania,CO2,,,,,2025,,,10.97018903,8.194087011,6.204600176,4.215113342,,,,,,,,,,
necp_ltt_2050.xml,Slovakia,CO2,,,,,2025,,,4.51934171,3.230440571,2.325105442,1.419770313,,,,,,,,,,
necp_ltt_2050.xml,Slovenia,CO2,,,,,2025,,,1.711285964,1.016609449,0.523553761,0.030498073,,,,,,,,,,
necp_ltt_2050.xml,Spain,CO2,,,,,2025,,,35.97190283,25.62061999,17.44817804,9.275736104,,,,,,,,,,
necp_ltt_2050.xml,Sweden,CO2,,,,,2025,,,7.529827727,6.295815556,4.811171033,3.384397202,,,,,,,,,,
ff55_ltt_2050,EU,CO2,,,,,2025,,,359.7997907,236.6318645,129.8109156,59.19801624,,,,,,,,,,
