# File: estat_nrg_ind_ahbtc_filtered_en.csv
# Title: Heat pumps - ambient heat captured by technology and climate
# Units: GWh
# Source: https://ec.europa.eu/eurostat/databrowser/view/nrg_ind_ahbtc__custom_14839308/default/table?lang=en
# Column types: ccccccnnc 
# ----------
STRUCTURE,STRUCTURE_ID,freq,hp_tech,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,HU,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IE,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IS,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,IT,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LT,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LU,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,LV,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MD,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,ME,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MK,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,MT,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NL,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2009,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2010,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2011,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2012,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2013,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2014,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2015,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2016,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2017,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2018,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2019,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2020,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2021,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2022,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,NO,2023,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,PL,2004,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,PL,2005,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,PL,2006,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,PL,2007,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,PL,2008,0,
dataflow,ESTAT:NRG_IND_AHBTC(1.0),A,ATH_EAW_EC,GWH,PL,2009,0,
