# File: OutputsByTech.csv,,,,,,,,,,
# Title: Outputs by tech used for GDP intensity policies,,,,,,,,,,
# Comments: Heavily filtered; could be even more filtered to just the needed sectors,,,,,,,,,,
# Updated August 17th with IAMCOMPACT reference scenario,,,,,,,,,,
# Units: EJ,,,,,,,,,,
# Column types: cccccnnnnnc,,,,,,,,,,
# ----------,,,,,,,,,,
region,sector,subsector,output,technology,1990,2005,2010,2015,2021,Units
Russia,resid cooling modern_d1,electricity,resid cooling modern_d1,electricity,1.05E-04,4.89E-05,8.86E-05,1.12E-04,1.30E-04,EJ
Australia_NZ,resid cooling modern_d10,electricity,resid cooling modern_d10,electricity,0.00724085,0.00979533,0.0111347,0.0109144,0.0130232,EJ
China,resid cooling modern_d10,electricity,resid cooling modern_d10,electricity,0.00434277,0.0524795,0.100957,0.136144,0.225932,EJ
Russia,resid cooling modern_d10,electricity,resid cooling modern_d10,electricity,0.00101055,0.00180989,1.71E-03,0.00210634,0.00269525,EJ
Australia_NZ,resid cooling modern_d2,electricity,resid cooling modern_d2,electricity,0.00137261,0.00237133,0.00273129,0.00258665,0.00303233,EJ
China,resid cooling modern_d2,electricity,resid cooling modern_d2,electricity,3.49E-04,0.00368492,0.0063204,0.0123174,0.0216118,EJ
Russia,resid cooling modern_d2,electricity,resid cooling modern_d2,electricity,1.81E-04,1.02E-04,1.97E-04,2.18E-04,2.64E-04,EJ
Australia_NZ,resid cooling modern_d3,electricity,resid cooling modern_d3,electricity,0.00178652,0.00296565,0.00331674,0.00322011,0.00381769,EJ
China,resid cooling modern_d3,electricity,resid cooling modern_d3,electricity,4.62E-04,0.00507845,0.00882119,0.0168341,0.0290993,EJ
Russia,resid cooling modern_d3,electricity,resid cooling modern_d3,electricity,2.29E-04,1.46E-04,2.70E-04,3.02E-04,3.69E-04,EJ
Australia_NZ,resid cooling modern_d4,electricity,resid cooling modern_d4,electricity,0.00216701,0.00350238,0.00384903,0.00381388,0.00455183,EJ
China,resid cooling modern_d4,electricity,resid cooling modern_d4,electricity,5.66E-04,0.00653707,0.0115727,0.0214607,0.0365967,EJ
Russia,resid cooling modern_d4,electricity,resid cooling modern_d4,electricity,2.72E-04,1.93E-04,3.37E-04,3.83E-04,4.73E-04,EJ
Australia_NZ,resid cooling modern_d5,electricity,resid cooling modern_d5,electricity,0.00254518,0.00403998,0.00443863,0.00439398,0.00526632,EJ
China,resid cooling modern_d5,electricity,resid cooling modern_d5,electricity,6.75E-04,0.00816503,0.0147874,0.0264961,0.0447146,EJ
Russia,resid cooling modern_d5,electricity,resid cooling modern_d5,electricity,3.15E-04,2.47E-04,4.10E-04,4.72E-04,5.87E-04,EJ
Australia_NZ,resid cooling modern_d6,electricity,resid cooling modern_d6,electricity,0.00296053,0.00460948,0.00512182,0.00501163,0.00602801,EJ
China,resid cooling modern_d6,electricity,resid cooling modern_d6,electricity,7.97E-04,0.0101224,0.0186941,0.0323266,0.054124,EJ
Russia,resid cooling modern_d6,electricity,resid cooling modern_d6,electricity,3.62E-04,3.15E-04,4.88E-04,5.78E-04,7.21E-04,EJ
Australia_NZ,resid cooling modern_d7,electricity,resid cooling modern_d7,electricity,0.00345244,0.00525849,0.0059158,0.00572234,0.00690169,EJ
China,resid cooling modern_d7,electricity,resid cooling modern_d7,electricity,9.50E-04,0.0126766,0.0237533,0.0396251,0.0660263,EJ
Russia,resid cooling modern_d7,electricity,resid cooling modern_d7,electricity,4.19E-04,4.12E-04,5.85E-04,7.10E-04,8.88E-04,EJ
Australia_NZ,resid cooling modern_d8,electricity,resid cooling modern_d8,electricity,0.00408008,0.00606852,0.00689708,0.00660629,0.00794209,EJ
China,resid cooling modern_d8,electricity,resid cooling modern_d8,electricity,0.0011683,0.0162904,0.0306532,0.049595,0.0825281,EJ
Russia,resid cooling modern_d8,electricity,resid cooling modern_d8,electricity,4.93E-04,5.50E-04,7.16E-04,8.80E-04,0.00111095,EJ
Australia_NZ,resid cooling modern_d9,electricity,resid cooling modern_d9,electricity,0.00495068,0.00711846,0.00818336,0.00778855,0.00943187,EJ
China,resid cooling modern_d9,electricity,resid cooling modern_d9,electricity,0.00160862,0.0225958,0.0424941,0.0662765,0.110659,EJ
Russia,resid cooling modern_d9,electricity,resid cooling modern_d9,electricity,6.11E-04,7.73E-04,9.27E-04,0.00117629,0.00147442,EJ
Australia_NZ,resid heating TradBio_d1,traditional biomass,resid heating TradBio_d1,traditional biomass,0.00134089,0.00114004,0.0010465,9.43E-04,8.80E-04,EJ
China,resid heating TradBio_d1,traditional biomass,resid heating TradBio_d1,traditional biomass,0.0981031,0.0977841,0.0726335,0.0540026,0.0510296,EJ
Russia,resid heating TradBio_d1,traditional biomass,resid heating TradBio_d1,traditional biomass,0.00330682,7.01E-04,6.03E-04,6.63E-04,6.69E-04,EJ
Australia_NZ,resid heating TradBio_d10,traditional biomass,resid heating TradBio_d10,traditional biomass,4.12E-04,3.41E-04,3.21E-04,2.87E-04,2.74E-04,EJ
China,resid heating TradBio_d10,traditional biomass,resid heating TradBio_d10,traditional biomass,0.0371063,0.0261984,0.0173259,0.013977,0.0132958,EJ
Russia,resid heating TradBio_d10,traditional biomass,resid heating TradBio_d10,traditional biomass,0.00156548,2.07E-04,2.26E-04,2.48E-04,2.39E-04,EJ
Australia_NZ,resid heating TradBio_d2,traditional biomass,resid heating TradBio_d2,traditional biomass,0.00104596,8.88E-04,8.19E-04,7.50E-04,7.12E-04,EJ
China,resid heating TradBio_d2,traditional biomass,resid heating TradBio_d2,traditional biomass,0.0831763,0.0783105,0.0579589,0.0426565,0.0398554,EJ
Russia,resid heating TradBio_d2,traditional biomass,resid heating TradBio_d2,traditional biomass,0.00283007,5.73E-04,4.83E-04,5.51E-04,5.49E-04,EJ
Australia_NZ,resid heating TradBio_d3,traditional biomass,resid heating TradBio_d3,traditional biomass,9.28E-04,7.91E-04,7.43E-04,6.75E-04,6.40E-04,EJ
China,resid heating TradBio_d3,traditional biomass,resid heating TradBio_d3,traditional biomass,0.0764797,0.0691258,0.0506149,0.0372251,0.0350472,EJ
Russia,resid heating TradBio_d3,traditional biomass,resid heating TradBio_d3,traditional biomass,0.00263276,5.15E-04,4.39E-04,5.00E-04,4.95E-04,EJ
Australia_NZ,resid heating TradBio_d4,traditional biomass,resid heating TradBio_d4,traditional biomass,8.47E-04,7.23E-04,6.87E-04,6.18E-04,5.86E-04,EJ
China,resid heating TradBio_d4,traditional biomass,resid heating TradBio_d4,traditional biomass,0.0719298,0.0626017,0.0452673,0.0334433,0.0316938,EJ
Russia,resid heating TradBio_d4,traditional biomass,resid heating TradBio_d4,traditional biomass,0.00249345,4.73E-04,4.09E-04,4.63E-04,4.57E-04,EJ
Australia_NZ,resid heating TradBio_d5,traditional biomass,resid heating TradBio_d5,traditional biomass,7.82E-04,6.67E-04,6.36E-04,5.73E-04,5.43E-04,EJ
China,resid heating TradBio_d5,traditional biomass,resid heating TradBio_d5,traditional biomass,0.0681824,0.0573201,0.0408767,0.030442,0.0289922,EJ
Russia,resid heating TradBio_d5,traditional biomass,resid heating TradBio_d5,traditional biomass,0.0023776,4.37E-04,3.83E-04,4.33E-04,4.26E-04,EJ
Australia_NZ,resid heating TradBio_d6,traditional biomass,resid heating TradBio_d6,traditional biomass,7.24E-04,6.16E-04,5.85E-04,5.32E-04,5.04E-04,EJ
China,resid heating TradBio_d6,traditional biomass,resid heating TradBio_d6,traditional biomass,0.0647851,0.0525953,0.0370317,0.0278298,0.0266012,EJ
Russia,resid heating TradBio_d6,traditional biomass,resid heating TradBio_d6,traditional biomass,0.00226987,4.02E-04,3.61E-04,4.04E-04,3.97E-04,EJ
Australia_NZ,resid heating TradBio_d7,traditional biomass,resid heating TradBio_d7,traditional biomass,6.67E-04,5.67E-04,5.36E-04,4.91E-04,4.65E-04,EJ
China,resid heating TradBio_d7,traditional biomass,resid heating TradBio_d7,traditional biomass,0.061348,0.0480172,0.033431,0.0253601,0.0242902,EJ
Russia,resid heating TradBio_d7,traditional biomass,resid heating TradBio_d7,traditional biomass,0.00216124,3.67E-04,3.39E-04,3.76E-04,3.69E-04,EJ
Australia_NZ,resid heating TradBio_d8,traditional biomass,resid heating TradBio_d8,traditional biomass,6.07E-04,5.16E-04,4.85E-04,4.47E-04,4.25E-04,EJ
China,resid heating TradBio_d8,traditional biomass,resid heating TradBio_d8,traditional biomass,0.0574904,0.0433239,0.0299307,0.0228578,0.0218966,EJ
Russia,resid heating TradBio_d8,traditional biomass,resid heating TradBio_d8,traditional biomass,0.00204219,3.31E-04,3.16E-04,3.48E-04,3.40E-04,EJ
Australia_NZ,resid heating TradBio_d9,traditional biomass,resid heating TradBio_d9,traditional biomass,5.40E-04,4.59E-04,4.28E-04,3.97E-04,3.76E-04,EJ
China,resid heating TradBio_d9,traditional biomass,resid heating TradBio_d9,traditional biomass,0.0518931,0.0377948,0.0259036,0.0199365,0.0190438,EJ
Russia,resid heating TradBio_d9,traditional biomass,resid heating TradBio_d9,traditional biomass,0.00189182,2.92E-04,2.87E-04,3.12E-04,3.05E-04,EJ
China,resid heating coal_d1,coal,resid heating coal_d1,coal,0.14542,0.118652,0.118028,0.122208,0.0771899,EJ
China,resid heating coal_d10,coal,resid heating coal_d10,coal,0.0181247,0.00923425,0.00771402,0.00982322,0.00627183,EJ
China,resid heating coal_d2,coal,resid heating coal_d2,coal,0.100921,0.0763564,0.075955,0.0779926,0.0481173,EJ
China,resid heating coal_d3,coal,resid heating coal_d3,coal,0.0839101,0.0596872,0.0583909,0.0602686,0.0377023,EJ
China,resid heating coal_d4,coal,resid heating coal_d4,coal,0.073373,0.0491196,0.0470637,0.04925,0.0311829,EJ
China,resid heating coal_d5,coal,resid heating coal_d5,coal,0.0653037,0.0413354,0.0386822,0.0412801,0.0263751,EJ
China,resid heating coal_d6,coal,resid heating coal_d6,coal,0.0584557,0.0349534,0.0320199,0.0349025,0.0224502,EJ
China,resid heating coal_d7,coal,resid heating coal_d7,coal,0.0519719,0.0292904,0.0263525,0.0293521,0.0189512,EJ
China,resid heating coal_d8,coal,resid heating coal_d8,coal,0.0452167,0.0240137,0.0213711,0.0242044,0.0156322,EJ
China,resid heating coal_d9,coal,resid heating coal_d9,coal,0.03637,0.0184788,0.0162812,0.0188025,0.0120821,EJ
Australia_NZ,resid heating modern_d1,electricity,resid heating modern_d1,electricity,3.10E-04,5.41E-04,5.76E-04,5.48E-04,6.23E-04,EJ
Australia_NZ,resid heating modern_d1,gas,resid heating modern_d1,gas,0.00127693,0.00239555,0.00260255,0.002983,0.0030288,EJ
Australia_NZ,resid heating modern_d1,gas,resid heating modern_d1,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d1,refined liquids,resid heating modern_d1,refined liquids,1.70E-04,2.01E-04,2.36E-04,2.42E-04,2.45E-04,EJ
China,resid heating modern_d1,district heat,resid heating modern_d1,district heat,9.72E-04,0.00496818,0.0061946,0.0114123,0.0200352,EJ
China,resid heating modern_d1,electricity,resid heating modern_d1,electricity,4.11E-06,4.07E-05,6.97E-05,1.36E-04,2.26E-04,EJ
China,resid heating modern_d1,gas,resid heating modern_d1,gas,4.48E-04,0.00270942,0.00604495,0.0111221,0.0177411,EJ
China,resid heating modern_d1,gas,resid heating modern_d1,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d1,refined liquids,resid heating modern_d1,refined liquids,2.44E-04,0.00132079,0.00158852,0.00335744,0.0035822,EJ
Russia,resid heating modern_d1,district heat,resid heating modern_d1,district heat,0,0.0600972,0.0717407,0.0711117,0.0699129,EJ
Russia,resid heating modern_d1,electricity,resid heating modern_d1,electricity,0.00109555,8.39E-04,0.0011643,0.00143975,0.00174164,EJ
Russia,resid heating modern_d1,gas,resid heating modern_d1,gas,0.0504817,0.030961,0.0385556,0.0434967,0.0679459,EJ
Russia,resid heating modern_d1,gas,resid heating modern_d1,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d10,electricity,resid heating modern_d10,electricity,0.00188707,0.00232411,0.00267589,0.00251743,0.00295299,EJ
Australia_NZ,resid heating modern_d10,gas,resid heating modern_d10,gas,0.00777266,0.0102991,0.0120851,0.0136917,0.0143518,EJ
Australia_NZ,resid heating modern_d10,gas,resid heating modern_d10,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d10,refined liquids,resid heating modern_d10,refined liquids,0.00103744,8.63E-04,0.00109658,0.00110919,0.00116049,EJ
China,resid heating modern_d10,district heat,resid heating modern_d10,district heat,0.0206314,0.116774,0.158155,0.194086,0.324184,EJ
China,resid heating modern_d10,electricity,resid heating modern_d10,electricity,8.72E-05,9.56E-04,0.00177868,0.00230794,0.00366244,EJ
China,resid heating modern_d10,gas,resid heating modern_d10,gas,0.009507,0.0636832,0.154334,0.18915,0.287064,EJ
China,resid heating modern_d10,gas,resid heating modern_d10,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d10,refined liquids,resid heating modern_d10,refined liquids,0.0051683,0.0310443,0.0405566,0.0570989,0.0579626,EJ
Russia,resid heating modern_d10,district heat,resid heating modern_d10,district heat,0,0.167098,0.159738,0.151811,0.150761,EJ
Russia,resid heating modern_d10,electricity,resid heating modern_d10,electricity,0.0018919,0.00233381,0.00259242,0.00307361,0.00375568,EJ
Russia,resid heating modern_d10,gas,resid heating modern_d10,gas,0.0871766,0.086086,0.0858478,0.0928579,0.146519,EJ
Russia,resid heating modern_d10,gas,resid heating modern_d10,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d2,electricity,resid heating modern_d2,electricity,5.32E-04,8.58E-04,9.32E-04,8.72E-04,9.87E-04,EJ
Australia_NZ,resid heating modern_d2,gas,resid heating modern_d2,gas,0.00219019,0.00380351,0.00421018,0.00474158,0.00479809,EJ
Australia_NZ,resid heating modern_d2,gas,resid heating modern_d2,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d2,refined liquids,resid heating modern_d2,refined liquids,2.92E-04,3.19E-04,3.82E-04,3.84E-04,3.88E-04,EJ
China,resid heating modern_d2,district heat,resid heating modern_d2,district heat,0.00169697,0.00881517,0.0108369,0.019644,0.0356478,EJ
China,resid heating modern_d2,electricity,resid heating modern_d2,electricity,7.18E-06,7.21E-05,1.22E-04,2.34E-04,4.03E-04,EJ
China,resid heating modern_d2,gas,resid heating modern_d2,gas,7.82E-04,0.00480739,0.0105751,0.0191444,0.031566,EJ
China,resid heating modern_d2,gas,resid heating modern_d2,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d2,refined liquids,resid heating modern_d2,refined liquids,4.25E-04,0.00234351,0.00277898,0.00577915,0.00637365,EJ
Russia,resid heating modern_d2,district heat,resid heating modern_d2,district heat,0,0.0864241,0.0995505,0.0923704,0.0916285,EJ
Russia,resid heating modern_d2,electricity,resid heating modern_d2,electricity,0.00130625,0.00120706,0.00161563,0.00187016,0.00228261,EJ
Russia,resid heating modern_d2,gas,resid heating modern_d2,gas,0.0601905,0.0445241,0.0535014,0.0564999,0.0890504,EJ
Russia,resid heating modern_d2,gas,resid heating modern_d2,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d3,electricity,resid heating modern_d3,electricity,6.72E-04,0.00103786,0.00110556,0.00105505,0.0012088,EJ
Australia_NZ,resid heating modern_d3,gas,resid heating modern_d3,gas,0.00276864,0.0045992,0.00499302,0.00573819,0.0058749,EJ
Australia_NZ,resid heating modern_d3,gas,resid heating modern_d3,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d3,refined liquids,resid heating modern_d3,refined liquids,3.70E-04,3.85E-04,4.53E-04,4.65E-04,4.75E-04,EJ
China,resid heating modern_d3,district heat,resid heating modern_d3,district heat,0.0022457,0.0121167,0.0150793,0.0267175,0.0477126,EJ
China,resid heating modern_d3,electricity,resid heating modern_d3,electricity,9.50E-06,9.92E-05,1.70E-04,3.18E-04,5.39E-04,EJ
China,resid heating modern_d3,gas,resid heating modern_d3,gas,0.00103482,0.0066079,0.014715,0.0260381,0.0422493,EJ
China,resid heating modern_d3,gas,resid heating modern_d3,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d3,refined liquids,resid heating modern_d3,refined liquids,5.63E-04,0.00322122,0.00386688,0.00786014,0.00853078,EJ
Russia,resid heating modern_d3,district heat,resid heating modern_d3,district heat,0,0.098201,0.108952,0.101559,0.1006,EJ
Russia,resid heating modern_d3,electricity,resid heating modern_d3,electricity,0.00138882,0.00137155,0.00176821,0.0020562,0.00250611,EJ
Russia,resid heating modern_d3,gas,resid heating modern_d3,gas,0.0639953,0.0505914,0.0585543,0.0621204,0.09777,EJ
Russia,resid heating modern_d3,gas,resid heating modern_d3,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d4,electricity,resid heating modern_d4,electricity,7.94E-04,0.00118914,0.00125573,0.00121703,0.00140438,EJ
Australia_NZ,resid heating modern_d4,gas,resid heating modern_d4,gas,0.00327093,0.00526959,0.00567122,0.00661913,0.00682543,EJ
Australia_NZ,resid heating modern_d4,gas,resid heating modern_d4,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d4,refined liquids,resid heating modern_d4,refined liquids,4.37E-04,4.42E-04,5.15E-04,5.36E-04,5.52E-04,EJ
China,resid heating modern_d4,district heat,resid heating modern_d4,district heat,0.00275005,0.0155556,0.0197203,0.033898,0.0596597,EJ
China,resid heating modern_d4,electricity,resid heating modern_d4,electricity,1.16E-05,1.27E-04,2.22E-04,4.03E-04,6.74E-04,EJ
China,resid heating modern_d4,gas,resid heating modern_d4,gas,0.00126723,0.00848331,0.0192439,0.033036,0.0528283,EJ
China,resid heating modern_d4,gas,resid heating modern_d4,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d4,refined liquids,resid heating modern_d4,refined liquids,6.89E-04,0.00413544,0.00505699,0.0099726,0.0106669,EJ
Russia,resid heating modern_d4,district heat,resid heating modern_d4,district heat,0,0.106372,0.115217,0.107807,0.106805,EJ
Russia,resid heating modern_d4,electricity,resid heating modern_d4,electricity,0.00144673,0.00148566,0.00186988,0.0021827,0.00266068,EJ
Russia,resid heating modern_d4,gas,resid heating modern_d4,gas,0.0666639,0.0548008,0.061921,0.0659423,0.1038,EJ
Russia,resid heating modern_d4,gas,resid heating modern_d4,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d5,electricity,resid heating modern_d5,electricity,9.09E-04,0.00133075,0.001414,0.0013664,0.00158432,EJ
Australia_NZ,resid heating modern_d5,gas,resid heating modern_d5,gas,0.00374351,0.00589709,0.00638603,0.00743153,0.00769994,EJ
Australia_NZ,resid heating modern_d5,gas,resid heating modern_d5,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d5,refined liquids,resid heating modern_d5,refined liquids,5.00E-04,4.94E-04,5.79E-04,6.02E-04,6.23E-04,EJ
China,resid heating modern_d5,district heat,resid heating modern_d5,district heat,0.00327596,0.0193742,0.0251086,0.0416404,0.0724504,EJ
China,resid heating modern_d5,electricity,resid heating modern_d5,electricity,1.39E-05,1.59E-04,2.82E-04,4.95E-04,8.19E-04,EJ
China,resid heating modern_d5,gas,resid heating modern_d5,gas,0.00150957,0.0105658,0.0245021,0.0405814,0.0641545,EJ
China,resid heating modern_d5,gas,resid heating modern_d5,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d5,refined liquids,resid heating modern_d5,refined liquids,8.21E-04,0.00515063,0.00643875,0.0122503,0.0129538,EJ
Russia,resid heating modern_d5,district heat,resid heating modern_d5,district heat,0,0.113267,0.12051,0.113073,0.112037,EJ
Russia,resid heating modern_d5,electricity,resid heating modern_d5,electricity,0.00149539,0.00158197,0.00195579,0.0022893,0.00279102,EJ
Russia,resid heating modern_d5,gas,resid heating modern_d5,gas,0.0689058,0.0583531,0.0647659,0.0691628,0.108885,EJ
Russia,resid heating modern_d5,gas,resid heating modern_d5,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d6,electricity,resid heating modern_d6,electricity,0.00102776,0.00147034,0.00158703,0.00151607,0.00176512,EJ
Australia_NZ,resid heating modern_d6,gas,resid heating modern_d6,gas,0.00423325,0.00651567,0.0071675,0.00824553,0.00857864,EJ
Australia_NZ,resid heating modern_d6,gas,resid heating modern_d6,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d6,refined liquids,resid heating modern_d6,refined liquids,5.65E-04,5.46E-04,6.50E-04,6.68E-04,6.94E-04,EJ
China,resid heating modern_d6,district heat,resid heating modern_d6,district heat,0.00386552,0.0239395,0.0316095,0.0505138,0.0870929,EJ
China,resid heating modern_d6,electricity,resid heating modern_d6,electricity,1.63E-05,1.96E-04,3.55E-04,6.01E-04,9.84E-04,EJ
China,resid heating modern_d6,gas,resid heating modern_d6,gas,0.00178124,0.0130555,0.0308459,0.0492292,0.0771204,EJ
China,resid heating modern_d6,gas,resid heating modern_d6,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d6,refined liquids,resid heating modern_d6,refined liquids,9.68E-04,0.0063643,0.00810581,0.0148609,0.0155718,EJ
Russia,resid heating modern_d6,district heat,resid heating modern_d6,district heat,0,0.119713,0.125159,0.118114,0.116999,EJ
Russia,resid heating modern_d6,electricity,resid heating modern_d6,electricity,0.00154154,0.001672,0.00203124,0.00239137,0.00291462,EJ
Russia,resid heating modern_d6,gas,resid heating modern_d6,gas,0.0710325,0.0616741,0.0672644,0.0722464,0.113707,EJ
Russia,resid heating modern_d6,gas,resid heating modern_d6,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d7,electricity,resid heating modern_d7,electricity,0.00115936,0.00161688,0.0017745,0.00167665,0.00195884,EJ
Australia_NZ,resid heating modern_d7,gas,resid heating modern_d7,gas,0.00477531,0.00716505,0.00801417,0.00911892,0.00952016,EJ
Australia_NZ,resid heating modern_d7,gas,resid heating modern_d7,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d7,refined liquids,resid heating modern_d7,refined liquids,6.37E-04,6.00E-04,7.27E-04,7.39E-04,7.70E-04,EJ
China,resid heating modern_d7,district heat,resid heating modern_d7,district heat,0.00460271,0.0298551,0.0399535,0.0614875,0.105342,EJ
China,resid heating modern_d7,electricity,resid heating modern_d7,electricity,1.95E-05,2.44E-04,4.49E-04,7.31E-04,0.00119009,EJ
China,resid heating modern_d7,gas,resid heating modern_d7,gas,0.00212094,0.0162816,0.0389883,0.0599239,0.0932795,EJ
China,resid heating modern_d7,gas,resid heating modern_d7,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d7,refined liquids,resid heating modern_d7,refined liquids,0.00115301,0.00793695,0.0102455,0.0180893,0.0188346,EJ
Russia,resid heating modern_d7,district heat,resid heating modern_d7,district heat,0,0.12659,0.12995,0.123242,0.122075,EJ
Russia,resid heating modern_d7,electricity,resid heating modern_d7,electricity,0.00158942,0.00176805,0.00210899,0.0024952,0.00304107,EJ
Russia,resid heating modern_d7,gas,resid heating modern_d7,gas,0.0732387,0.0652171,0.069839,0.0753832,0.11864,EJ
Russia,resid heating modern_d7,gas,resid heating modern_d7,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d8,electricity,resid heating modern_d8,electricity,0.00131351,0.00178196,0.00198654,0.00185959,0.00217106,EJ
Australia_NZ,resid heating modern_d8,gas,resid heating modern_d8,gas,0.00541021,0.0078966,0.00897181,0.0101139,0.0105515,EJ
Australia_NZ,resid heating modern_d8,gas,resid heating modern_d8,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d8,refined liquids,resid heating modern_d8,refined liquids,7.22E-04,6.62E-04,8.14E-04,8.19E-04,8.53E-04,EJ
China,resid heating modern_d8,district heat,resid heating modern_d8,district heat,0.00565082,0.0381481,0.051203,0.0762447,0.130154,EJ
China,resid heating modern_d8,electricity,resid heating modern_d8,electricity,2.39E-05,3.12E-04,5.76E-04,9.07E-04,0.0014704,EJ
China,resid heating modern_d8,gas,resid heating modern_d8,gas,0.00260391,0.0208042,0.0499661,0.0743057,0.115251,EJ
China,resid heating modern_d8,gas,resid heating modern_d8,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d8,refined liquids,resid heating modern_d8,refined liquids,0.00141557,0.0101416,0.0131303,0.0224307,0.0232709,EJ
Russia,resid heating modern_d8,district heat,resid heating modern_d8,district heat,0,0.134142,0.135359,0.128687,0.127637,EJ
Russia,resid heating modern_d8,electricity,resid heating modern_d8,electricity,0.0016439,0.00187353,0.00219677,0.00260543,0.00317963,EJ
Russia,resid heating modern_d8,gas,resid heating modern_d8,gas,0.075749,0.0691077,0.0727459,0.0787135,0.124046,EJ
Russia,resid heating modern_d8,gas,resid heating modern_d8,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d9,electricity,resid heating modern_d9,electricity,0.00150339,0.00196839,0.00223289,0.00207653,0.00244146,EJ
Australia_NZ,resid heating modern_d9,gas,resid heating modern_d9,gas,0.00619233,0.00872276,0.0100844,0.0112937,0.0118657,EJ
Australia_NZ,resid heating modern_d9,gas,resid heating modern_d9,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid heating modern_d9,refined liquids,resid heating modern_d9,refined liquids,8.27E-04,7.31E-04,9.15E-04,9.15E-04,9.59E-04,EJ
China,resid heating modern_d9,district heat,resid heating modern_d9,district heat,0.00775888,0.0524112,0.0701722,0.100357,0.171196,EJ
China,resid heating modern_d9,electricity,resid heating modern_d9,electricity,3.28E-05,4.29E-04,7.89E-04,0.00119338,0.00193407,EJ
China,resid heating modern_d9,gas,resid heating modern_d9,gas,0.00357531,0.0285827,0.068477,0.0978052,0.151593,EJ
China,resid heating modern_d9,gas,resid heating modern_d9,hydrogen,0,0,0,0,0,EJ
China,resid heating modern_d9,refined liquids,resid heating modern_d9,refined liquids,0.00194365,0.0139335,0.0179947,0.0295245,0.030609,EJ
Russia,resid heating modern_d9,district heat,resid heating modern_d9,district heat,0,0.143228,0.142393,0.136173,0.134817,EJ
Russia,resid heating modern_d9,electricity,resid heating modern_d9,electricity,0.00171641,0.00200042,0.00231093,0.00275699,0.0033585,EJ
Russia,resid heating modern_d9,gas,resid heating modern_d9,gas,0.0790902,0.0737884,0.0765262,0.0832923,0.131024,EJ
Russia,resid heating modern_d9,gas,resid heating modern_d9,hydrogen,0,0,0,0,0,EJ
Australia_NZ,resid others TradBio_d1,traditional biomass,resid others TradBio_d1,traditional biomass,6.24E-04,5.31E-04,4.87E-04,4.39E-04,4.10E-04,EJ
China,resid others TradBio_d1,traditional biomass,resid others TradBio_d1,traditional biomass,0.0369007,0.0370899,0.0276321,0.0205691,0.0194736,EJ
Russia,resid others TradBio_d1,traditional biomass,resid others TradBio_d1,traditional biomass,0.00101838,2.17E-04,1.87E-04,2.05E-04,2.08E-04,EJ
Australia_NZ,resid others TradBio_d10,traditional biomass,resid others TradBio_d10,traditional biomass,1.74E-04,1.44E-04,1.35E-04,1.20E-04,1.15E-04,EJ
China,resid others TradBio_d10,traditional biomass,resid others TradBio_d10,traditional biomass,0.0132163,0.00917426,0.0060125,0.00487154,0.00462158,EJ
Russia,resid others TradBio_d10,traditional biomass,resid others TradBio_d10,traditional biomass,4.53E-04,5.83E-05,6.45E-05,7.07E-05,6.80E-05,EJ
Australia_NZ,resid others TradBio_d2,traditional biomass,resid others TradBio_d2,traditional biomass,4.78E-04,4.06E-04,3.74E-04,3.43E-04,3.26E-04,EJ
China,resid others TradBio_d2,traditional biomass,resid others TradBio_d2,traditional biomass,0.0310616,0.0293841,0.0217916,0.0160365,0.014986,EJ
Russia,resid others TradBio_d2,traditional biomass,resid others TradBio_d2,traditional biomass,8.61E-04,1.75E-04,1.47E-04,1.68E-04,1.68E-04,EJ
