# File: estat_nrg_ti_gas.csv
# Title: Eurostat Gas Imports
# Units: in file (TJ_GCV = tj high heat value)
# Source: https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nrg_ti_gas?format=TSV&compressed=true
# Comments: some slight preprocessing to add in country names
# Column types: cccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnncc 
# ----------
freq,siec,code_exporter,unit,code_importer,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,import_ctry,export_ctry
A,G3000,DE,TJ_GCV,CZ,0,0,0,0,0,75,0,5972,9819,9071,378,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Czechia,Germany
A,G3000,DE,TJ_GCV,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6328,15337,10606,40956,6499.458,4729.897,8216.623,4229.867,4074.492,40479.543,102953.057,96400.354,76610.73,Denmark,Germany
A,G3000,DE,TJ_GCV,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26398.821,19032.412,10387.681,14846.069,20497.18,23625.735,17347.841,14363.516,12815.913,8431.928,8449.654,6298.913,France,Germany
A,G3000,DE,TJ_GCV,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,2267,699,1038,539,0,0,0,0,0,0,0,Croatia,Germany
A,G3000,DE,TJ_GCV,HU,0,0,0,0,0,0,0,17800,41292,24085,27201,27124,27011,27285,27577,27152,26605,18144,684,14643,4867,0,0,0,0,0,0,0,0,0,0,0,0,Hungary,Germany
A,G3000,DE,TJ_GCV,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39929,41529,44387,68466,61874,109080,110642,80086,64427,87363,72123,0,0,0,0,0,0,Italy,Germany
A,G3000,DE,TJ_GCV,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152.777,3885.667,3175.716,424.235,384.909,0,Luxembourg,Germany
A,G3000,DE,TJ_GCV,NL,0,0,0,0,0,0,0,0,0,0,35406,126321,209636,262611,260778,38673,49242,49242,34406,24171,26938,45808,84681,143191,110319,149746.791,213630.634,86562.64,0,0,29530.982,14384.544,0,Netherlands (the),Germany
A,G3000,DE,TJ_GCV,PL,0,0,0,836,1306,1406,3871,7442,12798,17872,17808,16312,16147,16769,15586,14145,20360,32679,34384,41341,43050,65203,71889,86939,90034,121666,101858,136324.626,113281.065,150778.059,138753.644,124445.702,170043.185,Poland,Germany
A,G3000,DE,TJ_GCV,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890.759,1516.857,0,Sweden,Germany
A,G3000,DE,TJ_GCV,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slovakia,Germany
A,G3000,DE,TJ_GCV,UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,33489,104636,129906,95749,139370,119385,128663.14,33129,NA,NA,Ukraine,Germany
A,G3000,DK,TJ_GCV,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5824.6,985.2,1448.8,4416.5,4577.8,2584.3,Belgium,Denmark
A,G3000,DK,TJ_GCV,DE,16245,29486,31318,31282,34314,34800,44577,95421,93060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany,Denmark
A,G3000,DK,TJ_GCV,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,2438,1981,2705,3992.842,5328.323,3231.185,20.726,65.951,0,Italy,Denmark
A,G3000,DK,TJ_GCV,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.329,42.138,36.468,188.371,165.132,0.1,Luxembourg,Denmark
A,G3000,DK,TJ_GCV,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98483,84414,94949,89415,68445,31339,28405,43641,46775,20203,19213.054,25764.381,16470.026,3736.498,5577.797,16478.641,14746.78,16408.606,Netherlands (the),Denmark
A,G3000,DK,TJ_GCV,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,Norway,Denmark
A,G3000,DK,TJ_GCV,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26839.895,Poland,Denmark
A,G3000,DK,TJ_GCV,SE,26840,28675,32366,35323,35067,35102,37613,37155,36826,36905,36092,40720,41439,41322,41142,39199,41024,42358,38450,50684,68195,53652,46827,44440,36939,33662,38064,31271,33182,32269.464,29356.375,31614.97,23176.505,Sweden,Denmark
A,G3000,DK,TJ_GCV,UA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,NA,NA,Ukraine,Denmark
A,G3000,DO,TJ_GCV,UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469.817,0,0,NA,NA,NA,United Kingdom,Dominican Republic (the)
A,G3000,DZ,TJ_GCV,BE,159978,168875,183407,175314,165037,166505,168021,184396,170176,166400,173459,89431,132041,126371,113551,128211,118639,15343,0,0,0,0,0,0,102.5,0,101.8,0,0,0,0,3331.5,7313.3,Belgium,Algeria
A,G3000,DZ,TJ_GCV,EL,0,0,0,0,0,0,0,0,0,0,20294,20210,20367,22528,18601,17788,24098,36319,39885,21519,46461,31162,30074,24659,18351,15073,29073,51019.481,34557.41,22221.747,10466.484,19474.394,19579.335,Greece,Algeria
A,G3000,DZ,TJ_GCV,ES,129436,149575,160992,174612,188868,213607,236808,361696,373856,416533,433743,406273,514858,565396,587007,609182,471929,546332,558928,513626,486064,543425,600987,781826,853019,782737,745331,676834,723416,498221,382340,640764.852,379547.675,Spain,Algeria
A,G3000,DZ,TJ_GCV,FR,375836,371779,379361,364957,324411,304272,304963,384012,400723,414641,406598,402278,419653,391146,232641,309486,293945,312356,303286,306152,265867,231775.861,160334.816,202012.718,174475.913,160390.379,196472.44,157755.803,143955.717,157090.856,151297.052,158575.678,189411.777,France,Algeria
A,G3000,DZ,TJ_GCV,IT,423200,542637,579856,531102,445088,664352,731109,775030,869442,1021156,1071372,930135,920420,935774,976579,1046378,1049617,936650,990295,863727,1054227,874471,836409,476936,258204,291160,734797,743354.051,684669.421,509229.551,575992.371,855716.513,989925.668,Italy,Algeria
A,G3000,DZ,TJ_GCV,LI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28.9,32.196,90.163,Liechtenstein,Algeria
A,G3000,DZ,TJ_GCV,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,1729,0,0,0,0,41,39,36,41,0,0,0,0,0,0,Luxembourg,Algeria
A,G3000,DZ,TJ_GCV,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,2267,4257.722,3048.059,1523.021,2770.056,8101.984,0,2769.67,4023.598,Netherlands (the),Algeria
A,G3000,DZ,TJ_GCV,PT,0,0,0,0,0,0,0,4616,32434,90866,82351,93143,109956,100816,97138,112022,85964,59536,82436,80906,79092,77848,84583,87600,94776,98225,98692,85417.503,62980.812,18163.457,22250.284,3025.241,0,Portugal,Algeria
A,G3000,DZ,TJ_GCV,SI,0,0,7721,8726,12759,13913,15923,16519,15624,23669,15258,15712,15182,16772,16620,17189,13460,13662,12343,11303,13154,7874,5273,0,0,0,0,0,0,0,0,394.446,1201.778,Slovenia,Algeria
A,G3000,DZ,TJ_GCV,TR,0,0,0,0,13367,40521,96968,128017,121396,140154,150948,152250,156282,148386,130956,158992,173481,176610,158994,171865,149637,159195,156146,150051,160046,149995,164106,176854,173090,217504,213473.99,229325.65,201515.7,Turkey,Algeria
A,G3000,DZ,TJ_GCV,UK,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16570,74584,23778,11375,62678,42109,9670,4722,16170,20788,17304.401,10192.246,8847.363,8768.626,38878.264,NA,NA,NA,United Kingdom,Algeria
A,G3000,EC,TJ_GCV,TR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10974,0,0,0,0,0,Turkey,Ecuador
A,G3000,EE,TJ_GCV,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30467,22343,24487,Finland,Estonia
A,G3000,EE,TJ_GCV,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.035,Latvia,Estonia
A,G3000,EE,TJ_GCV,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957,0,0,10.106,Poland,Estonia
A,G3000,EG,TJ_GCV,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3192,3334,6425,0,0,260,0,0,0,0,0,3023.2,0,3107.1,3501.4,Belgium,Egypt
A,G3000,EG,TJ_GCV,EL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10033,0,3263,6267,0,0,0,0,0,0,10070.116,2996.32,4057.712,17748.312,Greece,Egypt
A,G3000,EG,TJ_GCV,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142389,191692,169042,186572,182093,114414,93360,22558,1670,0,0,0,4059,0,0,3483,14060.442,54174.888,Spain,Egypt
A,G3000,EG,TJ_GCV,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,Finland,Egypt
A,G3000,EG,TJ_GCV,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60030,90828,45959,40383,61445,27751,34518.476,28578.265,3374.52,0,0,0,3351.564,0,18578.124,0,0,0,France,Egypt
A,G3000,EG,TJ_GCV,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651.006,11196.022,Croatia,Egypt
A,G3000,EG,TJ_GCV,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33147,22212,5601,0,0,0,0,0,5863.095,17994.706,0,9468.155,34536.926,Italy,Egypt
A,G3000,EG,TJ_GCV,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3631,0,Lithuania,Egypt
A,G3000,EG,TJ_GCV,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.2,0,2165.521,0,0,0,Malta,Egypt
A,G3000,EG,TJ_GCV,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26235.134,Netherlands (the),Egypt
A,G3000,EG,TJ_GCV,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3482.029,Poland,Egypt
